episode,external_return,success,positive_feedback_count,positive_feedback_rate,episode_length,epsilon,mean_q_loss
372,0.0,0,0,0.0,200,0.8302349752839304,0.003109202252671821
373,1.0,1,1,0.030303030303030304,33,0.8298198577962885,0.0033089493023880727
374,0.0,0,0,0.0,200,0.8294049478673904,0.003530628644366516
375,0.0,0,0,0.0,200,0.8289902453934568,0.0037910556947463193
376,1.0,1,1,0.012195121951219513,82,0.8285757502707601,0.0035869576570736928
377,0.0,0,0,0.0,200,0.8281614623956248,0.0037246073337155396
378,1.0,1,1,0.017857142857142856,56,0.8277473816644271,0.0033886186086289983
379,1.0,1,1,0.04,25,0.827333507973595,0.00301444171811454
380,1.0,1,1,0.006756756756756757,148,0.8269198412196082,0.003602979123447644
381,1.0,1,1,0.00980392156862745,102,0.8265063812989984,0.0033915758463348646
382,1.0,1,1,0.014705882352941176,68,0.826093128108349,0.004009237819392344
383,1.0,1,1,0.010101010101010102,99,0.8256800815442948,0.0028876946284200505
384,0.0,0,0,0.0,200,0.8252672415035227,0.0034873152145883067
385,1.0,1,1,0.022222222222222223,45,0.824854607882771,0.004256636783894565
386,1.0,1,1,0.022222222222222223,45,0.8244421805788297,0.00312825436057109
387,1.0,1,1,0.019230769230769232,52,0.8240299594885403,0.0035528109429623536
388,0.0,0,0,0.0,200,0.8236179445087961,0.0035330927922041155
389,1.0,1,1,0.01,100,0.8232061355365418,0.0028615483839530497
390,1.0,1,1,0.012345679012345678,81,0.8227945324687735,0.00378163133095375
391,1.0,1,1,0.014084507042253521,71,0.8223831352025393,0.0038886775457772464
392,1.0,1,1,0.013157894736842105,76,0.821971943634938,0.0036545227529514754
393,1.0,1,1,0.030303030303030304,33,0.8215609576631205,0.0022843864977458547
394,1.0,1,1,0.013333333333333334,75,0.8211501771842891,0.0031137489915514984
395,0.0,0,0,0.0,200,0.820739602095697,0.0032733476200519362
396,0.0,0,0,0.0,200,0.8203292322946492,0.0030685425252158895
397,0.0,0,0,0.0,200,0.8199190676785019,0.003002461382857291
398,0.0,0,0,0.0,200,0.8195091081446627,0.003359066249904572
399,1.0,1,1,0.006329113924050633,158,0.8190993535905904,0.0030257077502673256
400,1.0,1,1,0.01,100,0.8186898039137951,0.0033216781582450492
401,1.0,1,1,0.023255813953488372,43,0.8182804590118382,0.0034983785217898617
402,1.0,1,1,0.009433962264150943,106,0.8178713187823323,0.0026263268869029764
403,1.0,1,1,0.014705882352941176,68,0.8174623831229412,0.00343358599125435
404,1.0,1,1,0.02,50,0.8170536519313798,0.0033934925816720353
405,1.0,1,1,0.05555555555555555,18,0.8166451251054142,0.003717945460165437
406,0.0,0,0,0.0,200,0.8162368025428616,0.0029507080114854036
407,1.0,1,1,0.041666666666666664,24,0.8158286841415902,0.0023172388512951634
408,1.0,1,1,0.011363636363636364,88,0.8154207697995194,0.003860507131652081
409,0.0,0,0,0.0,200,0.8150130594146197,0.0033926222879381383
410,1.0,1,1,0.015625,64,0.8146055528849124,0.0025409467612007575
411,1.0,1,1,0.05,20,0.81419825010847,0.003050258636358194
412,1.0,1,1,0.020833333333333332,48,0.8137911509834158,0.003465101029481351
413,1.0,1,1,0.027777777777777776,36,0.8133842554079241,0.0035232271604602123
414,1.0,1,1,0.011235955056179775,89,0.8129775632802202,0.003305217153078803
415,1.0,1,1,0.01282051282051282,78,0.8125710744985801,0.0032208688095964203
416,1.0,1,1,0.014925373134328358,67,0.8121647889613309,0.00297756197361915
417,0.0,0,0,0.0,200,0.8117587065668503,0.0028401124240190257
418,1.0,1,1,0.014925373134328358,67,0.8113528272135669,0.002685090223737339
419,1.0,1,1,0.011111111111111112,90,0.8109471507999602,0.0032786241409161854
420,1.0,1,1,0.02857142857142857,35,0.8105416772245603,0.003343467467597553
421,0.0,0,0,0.0,200,0.8101364063859481,0.003337162178067956
422,1.0,1,1,0.0625,16,0.8097313381827551,0.002695568931812886
423,1.0,1,1,0.015151515151515152,66,0.8093264725136637,0.0033954186144524792
424,1.0,1,1,0.011235955056179775,89,0.808921809277407,0.0033572082567353096
425,1.0,1,1,0.023809523809523808,42,0.8085173483727683,0.0028288070822045917
426,0.0,0,0,0.0,200,0.808113089698582,0.003020506429456873
427,0.0,0,0,0.0,200,0.8077090331537328,0.0028107495961012317
428,1.0,1,1,0.012195121951219513,82,0.8073051786371559,0.0027041978329823283
429,1.0,1,1,0.006578947368421052,152,0.8069015260478374,0.003246417672926327
430,1.0,1,1,0.015873015873015872,63,0.8064980752848135,0.0031696658781064408
431,0.0,0,0,0.0,200,0.8060948262471712,0.0031130887147446627
432,1.0,1,1,0.024390243902439025,41,0.8056917788340476,0.0033743650334455617
433,0.0,0,0,0.0,200,0.8052889329446307,0.0032712481317867057
434,0.0,0,0,0.0,200,0.8048862884781584,0.0032211000582901762
435,1.0,1,1,0.017543859649122806,57,0.8044838453339194,0.003186662402106122
436,1.0,1,1,0.037037037037037035,27,0.8040816034112525,0.0022486544998914556
437,1.0,1,1,0.043478260869565216,23,0.8036795626095469,0.0033463968163983814
438,1.0,1,1,0.0625,16,0.8032777228282422,0.0021163062046980485
439,1.0,1,1,0.023809523809523808,42,0.8028760839668281,0.0030450612539425492
440,0.0,0,0,0.0,200,0.8024746459248447,0.003161121605662629
441,1.0,1,1,0.018867924528301886,53,0.8020734086018824,0.00295058802156797
442,1.0,1,1,0.011363636363636364,88,0.8016723718975814,0.003201621863726442
443,1.0,1,1,0.022727272727272728,44,0.8012715357116327,0.003256217959543309
444,1.0,1,1,0.017857142857142856,56,0.8008708999437769,0.0035283241683958166
445,1.0,1,1,0.018518518518518517,54,0.8004704644938051,0.004124763676103343
446,1.0,1,1,0.015873015873015872,63,0.8000702292615582,0.0028839324442078433
447,1.0,1,1,0.005780346820809248,173,0.7996701941469275,0.002775578544780644
448,0.0,0,0,0.0,200,0.7992703590498541,0.0029526443743088746
449,1.0,1,1,0.0625,16,0.7988707238703292,0.0030556172932847403
450,0.0,0,0,0.0,200,0.7984712885083941,0.003080520307121333
451,1.0,1,1,0.1,10,0.79807205286414,0.004200118791777641
452,1.0,1,1,0.008064516129032258,124,0.797673016837708,0.0029090067234186965
453,0.0,0,0,0.0,200,0.7972741803292892,0.002969701011606958
454,1.0,1,1,0.006666666666666667,150,0.7968755432391246,0.00265668478270527
455,1.0,1,1,0.0196078431372549,51,0.796477105467505,0.0029254741316168185
456,1.0,1,1,0.02564102564102564,39,0.7960788669147714,0.0031245730948658325
457,1.0,1,1,0.008928571428571428,112,0.7956808274813141,0.002733929691593013
458,1.0,1,1,0.034482758620689655,29,0.7952829870675735,0.0023791910819548727
459,0.0,0,0,0.0,200,0.7948853455740398,0.0026593616236641536
460,1.0,1,1,0.041666666666666664,24,0.7944879029012528,0.002744229151479279
461,1.0,1,1,0.030303030303030304,33,0.7940906589498022,0.0034984282383723466
462,1.0,1,1,0.009174311926605505,109,0.7936936136203274,0.0027879796430378846
463,1.0,1,1,0.014492753623188406,69,0.7932967668135174,0.002720860836089359
464,1.0,1,1,0.012048192771084338,83,0.7929001184301107,0.0027864235653177307
465,1.0,1,1,0.02702702702702703,37,0.7925036683708957,0.003029566929939933
466,1.0,1,1,0.07142857142857142,14,0.7921074165367102,0.0034217518820826498
467,1.0,1,1,0.006369426751592357,157,0.7917113628284419,0.0027543338937729383
468,1.0,1,1,0.006993006993006993,143,0.7913155071470277,0.0031260975115115176
469,1.0,1,1,0.030303030303030304,33,0.7909198493934543,0.0020818412074621656
470,1.0,1,1,0.015151515151515152,66,0.7905243894687576,0.002435320325523869
471,1.0,1,1,0.0125,80,0.7901291272740233,0.0026820349259651264
472,1.0,1,1,0.03225806451612903,31,0.7897340627103864,0.0030659140714804733
473,1.0,1,1,0.058823529411764705,17,0.7893391956790312,0.003322175002026865
474,1.0,1,1,0.012048192771084338,83,0.7889445260811917,0.0028350454357491963
475,1.0,1,1,0.05,20,0.7885500538181511,0.0020889056497253476
476,1.0,1,1,0.005050505050505051,198,0.7881557787912421,0.0029695406720757185
477,1.0,1,1,0.023255813953488372,43,0.7877617009018465,0.0025130307537416905
478,0.0,0,0,0.0,200,0.7873678200513956,0.002988483585359063
479,1.0,1,1,0.041666666666666664,24,0.7869741361413699,0.00252150566666387
480,1.0,1,1,0.0064516129032258064,155,0.7865806490732993,0.002881552966221446
481,1.0,1,1,0.006578947368421052,152,0.7861873587487627,0.002819598674633246
482,1.0,1,1,0.03225806451612903,31,0.7857942650693883,0.002508816485773892
483,1.0,1,1,0.02040816326530612,49,0.7854013679368537,0.003002890239574243
484,1.0,1,1,0.009174311926605505,109,0.7850086672528853,0.0029731095357853577
485,1.0,1,1,0.05555555555555555,18,0.784616162919259,0.002074794216443681
486,1.0,1,1,0.005649717514124294,177,0.7842238548377993,0.003054992699308984
487,0.0,0,0,0.0,200,0.7838317429103805,0.00314282889929018
488,1.0,1,1,0.014925373134328358,67,0.7834398270389253,0.0031192520687203687
489,1.0,1,1,0.01020408163265306,98,0.783048107125406,0.002777889555044548
490,0.0,0,0,0.0,200,0.7826565830718433,0.003009016262658406
491,1.0,1,1,0.03333333333333333,30,0.7822652547803074,0.0022297458878407874
492,1.0,1,1,0.05555555555555555,18,0.7818741221529173,0.0035242102183272233
493,1.0,1,1,0.029411764705882353,34,0.7814831850918409,0.00268772868473795
494,1.0,1,1,0.010309278350515464,97,0.781092443499295,0.0025862093256383213
495,1.0,1,1,0.006097560975609756,164,0.7807018972775454,0.0029849629120180018
496,1.0,1,1,0.017543859649122806,57,0.7803115463289066,0.0031127652904966423
497,0.0,0,0,0.0,200,0.7799213905557423,0.003426493209262844
498,0.0,0,0,0.0,200,0.7795314298604644,0.002856212957849493
499,0.0,0,0,0.0,200,0.7791416641455342,0.0027584805845981466
500,1.0,1,1,0.03333333333333333,30,0.7787520933134615,0.0028044464871830616
501,1.0,1,1,0.041666666666666664,24,0.7783627172668048,0.003426635514188092
502,1.0,1,1,0.006097560975609756,164,0.7779735359081715,0.00334104147019921
503,1.0,1,1,0.01694915254237288,59,0.7775845491402175,0.0038335500610597686
504,1.0,1,1,0.043478260869565216,23,0.7771957568656473,0.0031427687170672352
505,1.0,1,1,0.017543859649122806,57,0.7768071589872145,0.003338655962388178
506,1.0,1,1,0.014285714285714285,70,0.776418755407721,0.0032287340615377094
507,1.0,1,1,0.017241379310344827,58,0.7760305460300172,0.002883216617568717
508,1.0,1,1,0.012658227848101266,79,0.7756425307570022,0.0030899843377137815
509,1.0,1,1,0.005263157894736842,190,0.7752547094916237,0.0031650228157798807
510,0.0,0,0,0.0,200,0.7748670821368779,0.0032458552320895253
511,1.0,1,1,0.018867924528301886,53,0.7744796485958095,0.0033002846527247216
512,1.0,1,1,0.015873015873015872,63,0.7740924087715116,0.003752271532975433
513,1.0,1,1,0.038461538461538464,26,0.773705362567126,0.0028748156261057234
514,1.0,1,1,0.013513513513513514,74,0.7733185098858425,0.0034177246797716596
515,1.0,1,1,0.03125,32,0.7729318506308996,0.0026392016425234033
516,1.0,1,1,0.017857142857142856,56,0.7725453847055842,0.002789929251386119
517,1.0,1,1,0.006622516556291391,151,0.7721591120132315,0.0034711641118405326
518,1.0,1,1,0.009900990099009901,101,0.771773032457225,0.003367605200152623
519,1.0,1,1,0.021739130434782608,46,0.7713871459409963,0.0027823604936913953
520,1.0,1,1,0.058823529411764705,17,0.7710014523680259,0.004191684064126629
521,1.0,1,1,0.009708737864077669,103,0.7706159516418419,0.0033320769836032056
522,0.0,0,0,0.0,200,0.770230643666021,0.0034107439283980055
523,1.0,1,1,0.047619047619047616,21,0.7698455283441881,0.004101373310688706
524,1.0,1,1,0.008333333333333333,120,0.769460605580016,0.0034983006422407924
525,1.0,1,1,0.034482758620689655,29,0.7690758752772261,0.002527408867849615
526,1.0,1,1,0.03333333333333333,30,0.7686913373395875,0.0033566868243118126
527,1.0,1,1,0.017543859649122806,57,0.7683069916709178,0.0033395202573094714
528,1.0,1,1,0.05555555555555555,18,0.7679228381750823,0.0024146346226593274
529,1.0,1,1,0.037037037037037035,27,0.7675388767559949,0.0038238375973715273
530,1.0,1,1,0.014705882352941176,68,0.7671551073176169,0.002660428165280096
531,1.0,1,1,0.008130081300813009,123,0.7667715297639581,0.0031946895036437527
532,1.0,1,1,0.0125,80,0.7663881439990762,0.0033571063962881454
533,1.0,1,1,0.015873015873015872,63,0.7660049499270767,0.003028127986619929
534,1.0,1,1,0.0051813471502590676,193,0.7656219474521132,0.0031398522804510524
535,1.0,1,1,0.009900990099009901,101,0.7652391364783871,0.0032466787269735467
536,1.0,1,1,0.04,25,0.764856516910148,0.0029799505765549838
537,1.0,1,1,0.017241379310344827,58,0.764474088651693,0.0031545188725556664
538,0.0,0,0,0.0,200,0.7640918516073671,0.0032655325258383527
539,1.0,1,1,0.01694915254237288,59,0.7637098056815635,0.0032764645076309475
540,1.0,1,1,0.007751937984496124,129,0.7633279507787228,0.0030711739592059234
541,1.0,1,1,0.038461538461538464,26,0.7629462868033335,0.003096362152763714
542,1.0,1,1,0.0125,80,0.7625648136599319,0.003573014755966142
543,1.0,1,1,0.02564102564102564,39,0.762183531253102,0.0032848350178354825
544,1.0,1,1,0.025,40,0.7618024394874755,0.002914015068381559
545,1.0,1,1,0.03333333333333333,30,0.7614215382677318,0.0032632333013073852
546,1.0,1,1,0.023255813953488372,43,0.761040827498598,0.003466624210231266
547,1.0,1,1,0.009900990099009901,101,0.7606603070848488,0.0032199636374895305
548,0.0,0,0,0.0,200,0.7602799769313064,0.0031153481804358308
549,1.0,1,1,0.006097560975609756,164,0.7598998369428408,0.0030831075007260616
550,0.0,0,0,0.0,200,0.7595198870243695,0.0032795610651373862
551,1.0,1,1,0.005747126436781609,174,0.7591401270808573,0.003593789514598447
552,1.0,1,1,0.025,40,0.7587605570173169,0.0034349332927376963
553,1.0,1,1,0.045454545454545456,22,0.7583811767388083,0.0031942282485860314
554,1.0,1,1,0.010309278350515464,97,0.758001986150439,0.0036932877828991136
555,1.0,1,1,0.03225806451612903,31,0.7576229851573638,0.0037416531141066262
556,0.0,0,0,0.0,200,0.7572441736647851,0.0033089928746630904
557,1.0,1,1,0.011627906976744186,86,0.7568655515779528,0.003576357212042176
558,1.0,1,1,0.022727272727272728,44,0.7564871188021638,0.003641743149439042
559,1.0,1,1,0.018518518518518517,54,0.7561088752427627,0.0036845259234757613
560,0.0,0,0,0.0,200,0.7557308208051414,0.0033356169292528648
561,1.0,1,1,0.034482758620689655,29,0.7553529553947389,0.003355548088840241
562,1.0,1,1,0.02631578947368421,38,0.7549752789170415,0.0033605703731729207
563,1.0,1,1,0.013888888888888888,72,0.7545977912775831,0.003617592952246519
564,1.0,1,1,0.029411764705882353,34,0.7542204923819443,0.004372667808852652
565,0.0,0,0,0.0,200,0.7538433821357534,0.0032095554504485337
566,1.0,1,1,0.037037037037037035,27,0.7534664604446856,0.004141408195546655
567,1.0,1,1,0.015625,64,0.7530897272144633,0.003591112465983315
568,1.0,1,1,0.034482758620689655,29,0.7527131823508562,0.002636019736608683
569,1.0,1,1,0.012658227848101266,79,0.7523368257596807,0.0034238663560981993
570,1.0,1,1,0.005376344086021506,186,0.751960657346801,0.003272179802391498
571,1.0,1,1,0.045454545454545456,22,0.7515846770181276,0.003802157569390891
572,1.0,1,1,0.007352941176470588,136,0.7512088846796185,0.003185794191000134
573,1.0,1,1,0.034482758620689655,29,0.7508332802372788,0.003570908174753703
574,1.0,1,1,0.058823529411764705,17,0.7504578635971602,0.003308707504081266
575,1.0,1,1,0.025,40,0.7500826346653616,0.004017323305015452
576,1.0,1,1,0.00546448087431694,183,0.7497075933480289,0.00368091443924442
577,1.0,1,1,0.015151515151515152,66,0.7493327395513549,0.003373972749669161
578,1.0,1,1,0.022727272727272728,44,0.7489580731815793,0.003234885561555116
579,1.0,1,1,0.015384615384615385,65,0.7485835941449885,0.003337596560595557
580,1.0,1,1,0.023809523809523808,42,0.748209302347916,0.003612135617350716
581,1.0,1,1,0.025,40,0.7478351976967421,0.003824249151512049
582,0.0,0,0,0.0,200,0.7474612800978938,0.0035347715628449806
583,1.0,1,1,0.005208333333333333,192,0.747087549457845,0.0033284941664533108
584,1.0,1,1,0.02127659574468085,47,0.7467140056831161,0.0033213853832344186
585,0.0,0,0,0.0,200,0.7463406486802746,0.0033321300416719168
586,1.0,1,1,0.0125,80,0.7459674783559345,0.0038682312093442305
587,0.0,0,0,0.0,200,0.7455944946167565,0.0034144195428234526
588,1.0,1,1,0.025,40,0.7452216973694482,0.00355802150152158
589,0.0,0,0,0.0,200,0.7448490865207635,0.003528956817172002
590,1.0,1,1,0.01818181818181818,55,0.7444766619775032,0.003523387060373683
591,1.0,1,1,0.010101010101010102,99,0.7441044236465144,0.0035159314372294552
592,1.0,1,1,0.02040816326530612,49,0.7437323714346912,0.00361755773025964
593,1.0,1,1,0.00625,160,0.7433605052489739,0.0033658481002930784
594,1.0,1,1,0.043478260869565216,23,0.7429888249963494,0.0036181666402389174
595,1.0,1,1,0.008333333333333333,120,0.7426173305838513,0.0034099075290820718
596,1.0,1,1,0.011494252873563218,87,0.7422460219185594,0.0035923848707421586
597,0.0,0,0,0.0,200,0.7418748989076002,0.0034483655245276168
598,1.0,1,1,0.024390243902439025,41,0.7415039614581465,0.0036584157070781035
599,0.0,0,0,0.0,200,0.7411332094774175,0.0035835213112295605
600,1.0,1,1,0.016129032258064516,62,0.7407626428726788,0.003640415983447324
601,1.0,1,1,0.009009009009009009,111,0.7403922615512425,0.0035314399755333324
602,1.0,1,1,0.01,100,0.7400220654204669,0.0034827729576500134
603,1.0,1,1,0.011764705882352941,85,0.7396520543877567,0.003240566059043083
604,1.0,1,1,0.014705882352941176,68,0.7392822283605629,0.0032368099739816148
605,1.0,1,1,0.024390243902439025,41,0.7389125872463826,0.003306677401713209
606,1.0,1,1,0.015625,64,0.7385431309527595,0.0031038596007419983
607,0.0,0,0,0.0,200,0.7381738593872831,0.0033973422371491326
608,1.0,1,1,0.016129032258064516,62,0.7378047724575895,0.0033890918777850004
609,1.0,1,1,0.05,20,0.7374358700713607,0.004552124836482108
610,1.0,1,1,0.02857142857142857,35,0.737067152136325,0.003536175730239068
611,1.0,1,1,0.018518518518518517,54,0.7366986185602569,0.0032168766882494783
612,1.0,1,1,0.009259259259259259,108,0.7363302692509768,0.003626628678628347
613,1.0,1,1,0.007142857142857143,140,0.7359621041163513,0.0029814756458758245
614,1.0,1,1,0.06666666666666667,15,0.7355941230642932,0.0035155129075671236
615,1.0,1,1,0.017857142857142856,56,0.735226326002761,0.003951463928387966
616,0.0,0,0,0.0,200,0.7348587128397597,0.0031795900335418992
617,1.0,1,1,0.03333333333333333,30,0.7344912834833398,0.0038823642612745364
618,1.0,1,1,0.07692307692307693,13,0.7341240378415982,0.00304926802457955
619,1.0,1,1,0.011627906976744186,86,0.7337569758226774,0.0035824937756758096
620,1.0,1,1,0.05,20,0.7333900973347661,0.002988392603583634
621,1.0,1,1,0.012195121951219513,82,0.7330234022860987,0.003172520883154215
622,1.0,1,1,0.03333333333333333,30,0.7326568905849558,0.003528044328171139
623,1.0,1,1,0.008771929824561403,114,0.7322905621396634,0.0030388752666910654
624,1.0,1,1,0.022727272727272728,44,0.7319244168585936,0.003522974024897187
625,1.0,1,1,0.010638297872340425,94,0.7315584546501643,0.0036425520907443494
626,1.0,1,1,0.043478260869565216,23,0.7311926754228393,0.0032667097250890474
627,1.0,1,1,0.025,40,0.7308270790851279,0.0034061693324474616
628,1.0,1,1,0.009708737864077669,103,0.7304616655455853,0.0032176087956278794
629,1.0,1,1,0.005434782608695652,184,0.7300964347128126,0.003443390391665794
630,0.0,0,0,0.0,200,0.7297313864954562,0.0033905796383623967
631,1.0,1,1,0.009345794392523364,107,0.7293665208022085,0.0033039547210324243
632,1.0,1,1,0.05555555555555555,18,0.7290018375418075,0.003224368116611408
633,1.0,1,1,0.017241379310344827,58,0.7286373366230366,0.0037665199709189094
634,1.0,1,1,0.04,25,0.7282730179547252,0.0026481183944270016
635,1.0,1,1,0.02,50,0.7279088814457478,0.00298744730418548
636,1.0,1,1,0.01818181818181818,55,0.727544927005025,0.0030464489817280662
637,1.0,1,1,0.02,50,0.7271811545415225,0.0033240369759732855
638,1.0,1,1,0.043478260869565216,23,0.7268175639642518,0.0041540001478532085
639,1.0,1,1,0.03333333333333333,30,0.7264541551822697,0.003558144091706102
640,1.0,1,1,0.009174311926605505,109,0.7260909281046787,0.004024950691302299
641,1.0,1,1,0.018867924528301886,53,0.7257278826406264,0.0037070492816263074
642,1.0,1,1,0.020833333333333332,48,0.7253650186993061,0.0034897193751627733
643,1.0,1,1,0.023255813953488372,43,0.7250023361899566,0.002947816686152459
644,1.0,1,1,0.005714285714285714,175,0.7246398350218617,0.0030703847703989597
645,1.0,1,1,0.010526315789473684,95,0.7242775151043508,0.00311013718540045
646,0.0,0,0,0.0,200,0.7239153763467987,0.0031024006177904086
647,0.0,0,0,0.0,200,0.7235534186586253,0.003165555744199082
648,0.0,0,0,0.0,200,0.7231916419492961,0.003392695010988973
649,1.0,1,1,0.058823529411764705,17,0.7228300461283215,0.0034117669428643934
650,0.0,0,0,0.0,200,0.7224686311052574,0.0035107667636475525
651,0.0,0,0,0.0,200,0.7221073967897048,0.003219336248585023
652,1.0,1,1,0.022727272727272728,44,0.72174634309131,0.0033061050899877127
653,1.0,1,1,0.058823529411764705,17,0.7213854699197644,0.0033254372092949994
654,1.0,1,1,0.0625,16,0.7210247771848045,0.0028647747822105885
655,1.0,1,1,0.009900990099009901,101,0.7206642647962122,0.0032061473437640263
656,1.0,1,1,0.007874015748031496,127,0.7203039326638141,0.0032395888431599055
657,1.0,1,1,0.041666666666666664,24,0.7199437806974822,0.002505894473870285
658,1.0,1,1,0.007751937984496124,129,0.7195838088071335,0.003243167955489728
659,1.0,1,1,0.013513513513513514,74,0.71922401690273,0.002946022610066811
660,1.0,1,1,0.018518518518518517,54,0.7188644048942786,0.003050592667595656
661,1.0,1,1,0.02702702702702703,37,0.7185049726918316,0.003155059687717742
662,1.0,1,1,0.020833333333333332,48,0.7181457202054857,0.003531685849641993
663,1.0,1,1,0.011627906976744186,86,0.717786647345383,0.0030982800113676157
664,1.0,1,1,0.06666666666666667,15,0.7174277540217103,0.0024496011901646852
665,0.0,0,0,0.0,200,0.7170690401446995,0.003677864188503008
666,1.0,1,1,0.016666666666666666,60,0.7167105056246272,0.0032634933517935376
667,1.0,1,1,0.00819672131147541,122,0.716352150371815,0.0030872153054319748
668,1.0,1,1,0.010869565217391304,92,0.7159939742966291,0.0031166647639348294
669,1.0,1,1,0.02702702702702703,37,0.7156359773094809,0.003181332118205122
670,1.0,1,1,0.017543859649122806,57,0.7152781593208262,0.003040249111220698
671,1.0,1,1,0.015151515151515152,66,0.7149205202411658,0.0035125774888773308
672,1.0,1,1,0.010752688172043012,93,0.7145630599810453,0.003377759730273117
673,0.0,0,0,0.0,200,0.7142057784510548,0.0032676441184594294
674,1.0,1,1,0.02631578947368421,38,0.7138486755618293,0.0029974275798610363
675,1.0,1,1,0.07692307692307693,13,0.7134917512240484,0.002843735390342772
676,0.0,0,0,0.0,200,0.7131350053484364,0.0034284847234084736
677,1.0,1,1,0.01818181818181818,55,0.7127784378457622,0.003315662543966689
678,0.0,0,0,0.0,200,0.7124220486268393,0.0034503946153563447
679,1.0,1,1,0.008264462809917356,121,0.712065837602526,0.0035597049950598933
680,1.0,1,1,0.024390243902439025,41,0.7117098046837247,0.003426312297872245
681,1.0,1,1,0.0053475935828877,187,0.7113539497813829,0.0032850951304968026
682,1.0,1,1,0.013157894736842105,76,0.7109982728064922,0.0029989340048479406
683,1.0,1,1,0.008620689655172414,116,0.710642773670089,0.003242643489321726
684,1.0,1,1,0.010869565217391304,92,0.710287452283254,0.0032756445124623892
685,1.0,1,1,0.03571428571428571,28,0.7099323085571124,0.003128182253151733
686,1.0,1,1,0.030303030303030304,33,0.7095773424028339,0.003327575951433656
687,1.0,1,1,0.012987012987012988,77,0.7092225537316325,0.003485657753991326
688,1.0,1,1,0.006802721088435374,147,0.7088679424547667,0.0037897083517100636
689,1.0,1,1,0.005263157894736842,190,0.7085135084835393,0.0028791265764371737
690,1.0,1,1,0.005649717514124294,177,0.7081592517292976,0.0031525300030391347
691,1.0,1,1,0.021739130434782608,46,0.707805172103433,0.0035651982407612
692,1.0,1,1,0.0625,16,0.7074512695173812,0.004781444167747395
693,1.0,1,1,0.02857142857142857,35,0.7070975438826226,0.003268893821431058
694,1.0,1,1,0.01020408163265306,98,0.7067439951106813,0.00301496185093871
695,1.0,1,1,0.020833333333333332,48,0.7063906231131261,0.0030712457640523403
696,1.0,1,1,0.05555555555555555,18,0.7060374278015695,0.002903849264839664
697,1.0,1,1,0.006993006993006993,143,0.7056844090876688,0.0028530758055793186
698,1.0,1,1,0.05263157894736842,19,0.705331566883125,0.004243376073550041
699,1.0,1,1,0.006711409395973154,149,0.7049789010996835,0.0025920572990689103
700,1.0,1,1,0.027777777777777776,36,0.7046264116491338,0.0036120386195964077
701,1.0,1,1,0.02,50,0.7042740984433092,0.0036308695282787086
702,1.0,1,1,0.013513513513513514,74,0.7039219613940876,0.003257791352823276
703,0.0,0,0,0.0,200,0.7035700004133906,0.0033838992528035304
704,1.0,1,1,0.047619047619047616,21,0.703218215413184,0.003333544580354577
705,0.0,0,0,0.0,200,0.7028666063054774,0.0032942251116037367
706,1.0,1,1,0.04,25,0.7025151730023247,0.0029136198037303983
707,1.0,1,1,0.013888888888888888,72,0.7021639154158236,0.0037816220768339313
708,1.0,1,1,0.043478260869565216,23,0.7018128334581157,0.003264273440910746
709,1.0,1,1,0.022727272727272728,44,0.7014619270413868,0.0034727832350075582
710,1.0,1,1,0.023809523809523808,42,0.7011111960778661,0.0032729400693261553
711,1.0,1,1,0.021739130434782608,46,0.7007606404798272,0.003509780227550832
712,1.0,1,1,0.03225806451612903,31,0.7004102601595873,0.0035686743569620432
713,1.0,1,1,0.02,50,0.7000600550295075,0.004376822232734412
714,1.0,1,1,0.047619047619047616,21,0.6997100250019928,0.004044966417409125
715,1.0,1,1,0.007751937984496124,129,0.6993601699894918,0.003175635650201679
716,0.0,0,0,0.0,200,0.6990104899044971,0.003563064254121855
717,0.0,0,0,0.0,200,0.6986609846595448,0.003404316300293431
718,1.0,1,1,0.04,25,0.6983116541672151,0.004248472335748374
719,1.0,1,1,0.047619047619047616,21,0.6979624983401315,0.0034620751338523058
720,1.0,1,1,0.021739130434782608,46,0.6976135170909614,0.0033712323929648846
721,1.0,1,1,0.016129032258064516,62,0.697264710332416,0.004428907859912743
722,1.0,1,1,0.025,40,0.6969160779772499,0.0039603850891580805
723,1.0,1,1,0.01282051282051282,78,0.6965676199382612,0.0039031402288506236
724,1.0,1,1,0.0136986301369863,73,0.6962193361282921,0.0032418912598761182
725,1.0,1,1,0.06666666666666667,15,0.695871226460228,0.0023081106638225416
726,0.0,0,0,0.0,200,0.6955232908469979,0.0035705418814904986
727,1.0,1,1,0.013333333333333334,75,0.6951755292015744,0.0034607951948419213
728,1.0,1,1,0.01694915254237288,59,0.6948279414369737,0.003314366928199148
729,1.0,1,1,0.02857142857142857,35,0.6944805274662552,0.004115842934697867
730,1.0,1,1,0.008849557522123894,113,0.6941332872025221,0.0033548673443842382
731,1.0,1,1,0.017857142857142856,56,0.6937862205589209,0.0029871388459079234
732,1.0,1,1,0.0053475935828877,187,0.6934393274486415,0.0035953715958453236
733,1.0,1,1,0.027777777777777776,36,0.6930926077849172,0.003681793380464013
734,1.0,1,1,0.041666666666666664,24,0.6927460614810248,0.003682063082427097
735,1.0,1,1,0.041666666666666664,24,0.6923996884502843,0.003736286613275297
736,0.0,0,0,0.0,200,0.6920534886060592,0.0035701057544793003
737,1.0,1,1,0.017857142857142856,56,0.6917074618617562,0.003960393118697019
